Brand,Model_Name,Model_Year,Vehicle_Age,Mileage_km,Engine_Capacity,Location_District,Condition,Fuel_Type,Transmission,Body_Type,Colour
Toyota,Premio,2011.0,15.0,160000.0,1500.0,Ambalangoda,Used,Petrol,Automatic,Sedan,brown
Mercedes Benz,C200,2020.0,6.0,150000.0,2000.0,Ambalangoda,Used,Petrol,Automatic,Liftback,black
Audi,A3,2018.0,8.0,115000.0,990.0,Ambalangoda,Used,Petrol,Automatic,Saloon,red
Suzuki,Wagon R,2025.0,1.0,0.0,650.0,Kurunegala,Brand New,Petrol,Automatic,Hatchback,white
Suzuki,Wagon R,2024.0,2.0,3300.0,650.0,Kotahena (Colombo 13),Reconditioned,Petrol,Automatic,Hatchback,black
Honda,Civic,2018.0,8.0,98800.0,1000.0,Nawala,Used,Petrol,Tiptronic,Hatchback,silver
Daihatsu,G100s,1987.0,39.0,0.0,1000.0,Beruwala,Used,Petrol,Automatic,Hatchback,white
Suzuki,Alto,2015.0,11.0,172000.0,800.0,Hambantota,Used,Petrol,Manual,Sedan,white
Suzuki,Alto,2011.0,15.0,131000.0,800.0,Avissawella,Used,Petrol,Manual,Sedan,maroon
Hyundai,Accent,2000.0,26.0,106000.0,1495.0,Godagama,Used,Petrol,Manual,Sedan,red
Toyota,Aqua,2013.0,13.0,230000.0,1200.0,Pussellawa,Used,Petrol,Automatic,Hatchback,black
Daihatsu,Mira,2024.0,2.0,3200.0,660.0,Matara,Brand New,Petrol,Automatic,Liftback,silver
Toyota,Axio,2015.0,11.0,,1500.0,Nikaweratiya,Used,Petrol,Automatic,Saloon,white
Mitsubishi,eK,2023.0,3.0,6600.0,660.0,Kottawa,Brand New,Petrol,Automatic,Hatchback,black
Nissan,Sylphy,2001.0,25.0,0.0,1000.0,Gampaha,Used,Petrol,Automatic,Saloon,other
Nissan,Dayz,2017.0,9.0,115500.0,660.0,Rajagiriya,Reconditioned,Petrol,Automatic,Station wagon,silver
Suzuki,Wagon R,2025.0,1.0,0.0,660.0,Kalutara,Brand New,Hybrid,Automatic,Hatchback,white
Honda,Fit,2013.0,13.0,0.0,1500.0,Wennappuwa,Used,Hybrid,Automatic,Liftback,blue
Nissan,Tiida,2005.0,21.0,129000.0,1500.0,Matara,Used,Petrol,Automatic,Saloon,beige
Perodua,Axia,2017.0,9.0,137000.0,998.0,Piliyandala,Used,Petrol,Automatic,Hatchback,white
Toyota,Prius,2007.0,19.0,165000.0,1500.0,Kalutara,Used,Hybrid,Automatic,Sedan,silver
Nissan,FB 15,2002.0,24.0,154000.0,1500.0,Anuradhapura,Used,Petrol,Automatic,Saloon,silver
Hyundai,Eon,2000.0,26.0,198000.0,1599.0,Trincomalee,Used,Petrol,Manual,Hatchback,white
Mitsubishi,Lancer,1991.0,35.0,0.0,1800.0,Mawanella,Used,Diesel,Manual,Saloon,blue
Toyota,Premio,2011.0,15.0,0.0,1500.0,Kurunegala,Used,Petrol,Automatic,Saloon,maroon
Toyota,Corolla,2005.0,21.0,140000.0,1500.0,Anuradhapura,Used,Petrol,Automatic,Hatchback,blue
Suzuki,Alto,2015.0,11.0,98000.0,800.0,Kalmunai,Used,Petrol,Manual,Liftback,silver
Suzuki,Alto,2014.0,12.0,0.0,800.0,Kesbewa,Used,Petrol,Manual,Hatchback,white
Suzuki,Wagon R,2018.0,8.0,62600.0,650.0,Kalmunai,Used,Hybrid,Automatic,Sedan,white
Mitsubishi,eK,2023.0,3.0,8000.0,660.0,Kotte,Reconditioned,Petrol,Automatic,Hatchback,black
Toyota,Premio,2014.0,12.0,150000.0,1500.0,Ampara,Used,Petrol,Automatic,Hatchback,white
Suzuki,Swift,2005.0,21.0,153000.0,1320.0,Batticaloa,Used,Petrol,Automatic,Hatchback,silver
Toyota,Axio,2016.0,10.0,140000.0,1500.0,Ambalangoda,Used,Hybrid,Automatic,Sedan,white
Suzuki,Swift,2008.0,18.0,76500.0,1240.0,Wattala,Used,Petrol,Automatic,Hatchback,blue
Honda,Fit,2014.0,12.0,76800.0,650.0,Piliyandala,Used,Petrol,Automatic,Hatchback,black
Suzuki,Wagon R,2014.0,12.0,92000.0,650.0,Kegalle,Reconditioned,Petrol,Automatic,Hatchback,white
Honda,Grace,2019.0,7.0,62000.0,1500.0,Ambalangoda,Used,Petrol,Automatic,Liftback,red
Toyota,Axio,2017.0,9.0,104500.0,1500.0,Rajagiriya,Used,Petrol,Automatic,Hatchback,white
Mazda,Familia,1990.0,36.0,180000.0,1500.0,Kaduruwela,Used,Petrol,Manual,Hatchback,white
Toyota,Corolla,1992.0,34.0,47000.0,1331.0,Kiribathgoda,Used,Petrol,Manual,Hatchback,blue
Nissan,Dayz,2025.0,1.0,0.0,650.0,Borella (Colombo 08),Brand New,Petrol,Automatic,Hatchback,silver
Suzuki,Alto,2015.0,11.0,92000.0,690.0,Ampara,Used,Petrol,Manual,Hatchback,red
Micro,Voleex,2012.0,14.0,128000.0,1300.0,Ja-Ela,Used,Petrol,Automatic,Hatchback,red
Suzuki,Wagon R,2024.0,2.0,8000.0,650.0,Ambalangoda,Brand New,Petrol,Automatic,,black
KIA,Picanto,2018.0,8.0,59000.0,1000.0,Kalubowila,Used,Petrol,Automatic,Convertible,white
Suzuki,Zen,2006.0,20.0,145000.0,1000.0,Matugama,Used,Petrol,Manual,Hatchback,black
Perodua,Viva,2011.0,15.0,150000.0,1000.0,Beruwala,Used,Petrol,Automatic,Hatchback,silver
Suzuki,Maruti,2011.0,15.0,0.0,800.0,Kandy,Used,Petrol,Manual,Hatchback,white
Suzuki,Wagon R,2014.0,12.0,87000.0,650.0,Galle,Used,Petrol,Automatic,Station wagon,black
Hyundai,Elantra,2001.0,25.0,95000.0,1699.0,Godagama,Used,Petrol,Automatic,Sedan,blue
Zotye,Z100,2020.0,6.0,28500.0,1000.0,Elpitiya,Used,Petrol,Manual,Hatchback,white
Suzuki,Alto,2024.0,2.0,0.0,660.0,Adampan,Brand New,Petrol,Manual,Station wagon,white
Suzuki,Swift,2014.0,12.0,,,Ampara,Used,Petrol,Manual,Hatchback,blue
Daihatsu,Mira,2014.0,12.0,76500.0,650.0,Kottawa,Used,Petrol,Automatic,Hatchback,pink
Suzuki,Wagon R,2025.0,1.0,0.0,650.0,Kurunegala,Brand New,Hybrid,Automatic,Liftback,white
Honda,Civic,1998.0,28.0,191000.0,1500.0,Kelaniya,Used,Petrol,Manual,Sedan,silver
Daewoo,Racer ETI,1995.0,31.0,123456.0,1500.0,Mawanella,Used,Petrol,Manual,Saloon,white
Suzuki,Wagon R,2025.0,1.0,18.0,650.0,Kurunegala,Brand New,Hybrid,Automatic,Station wagon,white
Nissan,Sunny,2000.0,26.0,180000.0,1600.0,Dambulla,Used,Petrol,Automatic,Saloon,silver
Toyota,Vitz,2017.0,9.0,78000.0,1300.0,Ambalangoda,Used,Petrol,Automatic,Hatchback,black
Suzuki,Wagon R,2017.0,9.0,125000.0,650.0,Ambalangoda,Used,Hybrid,Automatic,Hatchback,white
Suzuki,Celerio,2016.0,10.0,123000.0,996.0,Ambalangoda,Used,Petrol,Automatic,Hatchback,white
Suzuki,Alto,2015.0,11.0,96000.0,800.0,Maharagama,Used,Petrol,Manual,Liftback,red
Suzuki,Spacia,2025.0,1.0,0.0,650.0,Kurunegala,Brand New,Hybrid,Automatic,,white
Suzuki,Celerio,2016.0,10.0,78000.0,1000.0,Ragama,Used,Petrol,Automatic,Hatchback,red
Suzuki,Spacia,2017.0,9.0,102000.0,800.0,Adampan,Used,Hybrid,Automatic,Sedan,purple
Toyota,Aqua,2013.0,13.0,50000.0,1500.0,Badalgama,Used,Hybrid,Automatic,Hatchback,black
KIA,Rio,2001.0,25.0,155000.0,1500.0,Narahenpita (Colombo 05),Used,Petrol,Automatic,Hatchback,silver
Mitsubishi,Lancer,1991.0,35.0,150000.0,1600.0,Peradeniya,Used,Petrol,Manual,Sedan,green
Nissan,Sunny,2001.0,25.0,75000.0,1300.0,Mandawala,Used,Petrol,Other,Saloon,black
Suzuki,Wagon R,2025.0,1.0,7.0,660.0,Rajagiriya,Brand New,Hybrid,Automatic,Hatchback,black
Honda,Fit,2013.0,13.0,134000.0,1500.0,Negombo,Used,Petrol,Automatic,,black
Daihatsu,Mira,2025.0,1.0,0.0,660.0,Nittambuwa,Brand New,Petrol,Automatic,Hatchback,red
Toyota,IST,2004.0,22.0,163000.0,1300.0,Ambalangoda,Used,Petrol,Automatic,Hatchback,white
Toyota,Aqua,2013.0,13.0,132000.0,1500.0,Anuradhapura,Used,Hybrid,Automatic,Saloon,white
Suzuki,Spacia,2015.0,11.0,138000.0,960.0,Monaragala,Used,Petrol,Automatic,Hatchback,pink
Toyota,Corolla,2006.0,20.0,160000.0,1500.0,Ambalangoda,Used,Petrol,Automatic,Saloon,white
Daihatsu,Mira,2024.0,2.0,2808.0,660.0,Kottawa,Brand New,Petrol,Automatic,Hatchback,blue
Tata,Indigo,2015.0,11.0,110008.0,1200.0,Veyangoda,Used,Petrol,Manual,Hatchback,white
Nissan,Sunny,2008.0,18.0,98000.0,1300.0,Kalmunai,Used,Petrol,Automatic,Saloon,silver
Toyota,Allion,2008.0,18.0,178000.0,1500.0,Maharagama,Used,Petrol,Automatic,,silver
Suzuki,Swift,2017.0,9.0,64000.0,1000.0,Kadawatha,Used,Petrol,Automatic,Liftback,red
Suzuki,Alto,2015.0,11.0,130000.0,800.0,Kotte,Used,Petrol,Manual,Hatchback,white
Toyota,Axio,2018.0,8.0,106000.0,1500.0,Padukka,Used,Hybrid,Automatic,Sedan,white
Honda,Fit,2013.0,13.0,270000.0,1320.0,Ja-Ela,Used,Hybrid,Automatic,Station wagon,white
Ford,Fiesta,2011.0,15.0,217000.0,1400.0,Adampan,Used,Petrol,Automatic,Sedan,gray
Nissan,Dayz,2023.0,3.0,0.0,650.0,Kurunegala,Brand New,Petrol,Automatic,Hatchback,silver
Toyota,Axio,2014.0,12.0,121000.0,1500.0,Ja-Ela,Used,Hybrid,Automatic,Hatchback,white
Toyota,Axio,2011.0,15.0,0.0,1500.0,Ambalangoda,Used,Petrol,Automatic,Saloon,black
Suzuki,Alto,2011.0,15.0,100000.0,800.0,Gampaha,Used,Petrol,Manual,Hatchback,black
Hyundai,Accent,2001.0,25.0,210000.0,1500.0,Veyangoda,Used,Petrol,Manual,Sedan,brown
Hyundai,Eon,2016.0,10.0,51000.0,649.0,Batticaloa,Used,Petrol,Manual,Hatchback,white
Toyota,Premio,2017.0,9.0,150000.0,1500.0,Ambalangoda,Used,Petrol,Automatic,Sedan,white
Toyota,Aqua,2013.0,13.0,83000.0,1500.0,Ambalangoda,Used,Petrol,Automatic,Hatchback,white
Suzuki,Alto,2016.0,10.0,70000.0,650.0,Nugegoda,Used,Petrol,Automatic,Hatchback,white
Suzuki,Celerio,2015.0,11.0,98000.0,1000.0,Kadawatha,Used,Petrol,Automatic,Hatchback,white
Suzuki,Celerio,2017.0,9.0,58000.0,1000.0,Kadawatha,Used,Petrol,Automatic,Hatchback,gray
Suzuki,Spacia,2023.0,3.0,6600.0,660.0,Kottawa,Brand New,Petrol,Automatic,Hatchback,yellow
Perodua,Viva,2009.0,17.0,150000.0,1000.0,Delgoda,Used,Petrol,Manual,Hatchback,black
Toyota,Aqua,2012.0,14.0,11112.0,1490.0,Kurunegala,Used,Petrol,Automatic,Hatchback,gray
Ford,Fiesta,2015.0,11.0,1000.0,1600.0,Gampaha,Used,Petrol,Automatic,Sedan,white
Honda,Fit,2014.0,12.0,32000.0,1300.0,Anuradhapura,Used,Hybrid,Automatic,Hatchback,white
Toyota,Allion,2010.0,16.0,0.0,1500.0,Ambalangoda,Used,Petrol,Automatic,Sedan,black
Nissan,Dayz,2023.0,3.0,6052.0,660.0,Kotte,Brand New,Petrol,Automatic,Hatchback,silver
Toyota,Aqua,2014.0,12.0,130000.0,1000.0,Kandy,Reconditioned,Petrol,Automatic,Hatchback,white
Honda,Civic,2004.0,22.0,150000.0,1500.0,Wellawatta (Colombo 06),Used,Petrol,Automatic,,other
Daihatsu,Taft,2025.0,1.0,0.0,660.0,Negombo,Brand New,Petrol,Automatic,Liftback,white
Toyota,Vitz,2011.0,15.0,115000.0,990.0,Kiribathkumbura,Used,Petrol,Automatic,Hatchback,black
Honda,Fit,2014.0,12.0,140000.0,1490.0,Kurunegala,Used,Petrol,Automatic,Liftback,white
Suzuki,Alto,2012.0,14.0,96000.0,800.0,Pitabeddara,Used,Petrol,Manual,Hatchback,gold
Toyota,Carina,1999.0,27.0,120000.0,1500.0,Marandagahamula,Used,Petrol,Automatic,Saloon,white
Suzuki,Wagon R,2023.0,3.0,2300.0,690.0,Kurunegala,Brand New,Hybrid,Automatic,Hatchback,silver
Toyota,Yaris,2023.0,3.0,0.0,1000.0,Angoda,Brand New,Petrol,Automatic,Saloon,white
Toyota,Aqua,2012.0,14.0,129500.0,1490.0,Dehiwala,Used,Hybrid,Automatic,Saloon,white
Mazda,6,2015.0,11.0,185000.0,2500.0,Negombo,Used,Petrol,Automatic,Saloon,red
Hyundai,Eon,2016.0,10.0,65000.0,814.0,Ambalangoda,Used,Petrol,Automatic,Hatchback,black
Suzuki,Wagon R,2023.0,3.0,5600.0,690.0,Kurunegala,Brand New,Hybrid,Automatic,Hatchback,black
Perodua,Axia,2016.0,10.0,90000.0,1000.0,Malabe,Used,Petrol,Automatic,Hatchback,black
Nissan,Sunny,1996.0,30.0,215000.0,1970.0,Matugama,Used,Diesel,Automatic,Saloon,silver
Suzuki,Zen,2006.0,20.0,136000.0,1000.0,Panadura,Used,Petrol,Manual,Hatchback,yellow
Honda,Shuttle,2012.0,14.0,0.0,1500.0,Ratnapura,Used,Hybrid,Automatic,,blue
Mercedes Benz,C200,2011.0,15.0,96000.0,1800.0,Malabe,Used,Petrol,Tiptronic,Sedan,silver
Daihatsu,Thor,2023.0,3.0,11700.0,1000.0,Borella (Colombo 08),Brand New,Petrol,Automatic,Hatchback,white
Toyota,Aqua,2014.0,12.0,0.0,1500.0,Ambalangoda,Used,Petrol,Automatic,Hatchback,white
Daihatsu,Boon,2017.0,9.0,81000.0,996.0,Ambalangoda,Used,Petrol,Automatic,Hatchback,blue
Toyota,Allion,2010.0,16.0,150000.0,1490.0,Akarawita,Used,Petrol,Automatic,Saloon,maroon
Toyota,Starlet,1993.0,33.0,247000.0,1300.0,Kelaniya,Used,Petrol,Manual,Hatchback,blue
Suzuki,XBee,2023.0,3.0,11000.0,990.0,Nugegoda,Reconditioned,Petrol,Automatic,Hatchback,brown
Toyota,Vitz,2015.0,11.0,150000.0,1000.0,Elpitiya,Used,Petrol,Automatic,Hatchback,black
Toyota,Vitz,2018.0,8.0,79000.0,1000.0,Galle,Used,Petrol,Automatic,Liftback,maroon
Honda,City,2025.0,1.0,0.0,1498.0,Ambalangoda,Brand New,Petrol,Automatic,Sedan,white
Suzuki,Hustler,2023.0,3.0,14000.0,650.0,Kurunegala,Brand New,Hybrid,Automatic,Hatchback,red
Suzuki,Wagon R,2023.0,3.0,8000.0,650.0,Matara,Brand New,Hybrid,Automatic,Hatchback,black
Toyota,Starlet,1999.0,27.0,75000.0,1000.0,Kimbulapitiya,Used,Petrol,Manual,Hatchback,white
Suzuki,Swift,2003.0,23.0,140000.0,1300.0,Pilimatalawa,Used,Petrol,Automatic,Hatchback,black
Hyundai,Eon,2015.0,11.0,75000.0,1200.0,Hingurakgoda,Used,Petrol,Automatic,Liftback,gray
Toyota,Aqua,2013.0,13.0,102000.0,1500.0,Ambalangoda,Used,Petrol,Automatic,Hatchback,white
Toyota,Vitz,2018.0,8.0,30500.0,1000.0,Peradeniya,Used,Petrol,Automatic,Hatchback,blue
Suzuki,Alto,2015.0,11.0,131500.0,800.0,Wattala,Used,Petrol,Manual,Hatchback,gray
Suzuki,Swift,2017.0,9.0,0.0,1000.0,Negombo,Used,Hybrid,Automatic,Hatchback,red
Toyota,Vitz,2015.0,11.0,66815.0,990.0,Polonnaruwa,Used,Petrol,Automatic,Hatchback,blue
Perodua,Axia,2017.0,9.0,91000.0,1000.0,Kadawatha,Used,Petrol,Automatic,Hatchback,silver
Suzuki,Alto,2015.0,11.0,110000.0,660.0,Kalutara,Used,Petrol,Manual,Hatchback,silver
Suzuki,Alto,2015.0,11.0,130000.0,800.0,Ambalangoda,Used,Petrol,Manual,Hatchback,gray
Mazda,Familia,1994.0,32.0,0.0,1200.0,Ambalangoda,Used,Petrol,Manual,Saloon,white
Suzuki,Alto,2014.0,12.0,110000.0,800.0,Colombo Fort (Colombo 01),Used,Petrol,Manual,Hatchback,blue
Suzuki,Alto,2015.0,11.0,0.0,800.0,Godagama,Used,Petrol,Manual,Liftback,black
Mitsubishi,eK,2023.0,3.0,6600.0,660.0,Kottawa,Brand New,Petrol,Automatic,Hatchback,silver
Suzuki,Wagon R,2018.0,8.0,190000.0,1500.0,Adampan,Used,Hybrid,Automatic,Liftback,white
Toyota,Vitz,2016.0,10.0,89000.0,1300.0,Ambalangoda,Used,Petrol,Automatic,Hatchback,blue
Toyota,Premio,2018.0,8.0,130000.0,1500.0,Galle,Used,Petrol,Automatic,Sedan,red
Toyota,Premio,2018.0,8.0,70000.0,1500.0,Kandy,Used,Petrol,Automatic,Sedan,white
Suzuki,Wagon R,2018.0,8.0,100000.0,660.0,Kotahena (Colombo 13),Reconditioned,Hybrid,Automatic,Hatchback,white
Daihatsu,Taft,2023.0,3.0,2000.0,658.0,Horana,Brand New,Petrol,Automatic,Hatchback,black
Suzuki,Wagon R,2017.0,9.0,83000.0,660.0,Battuluoya,Used,Hybrid,Automatic,Hatchback,white
Suzuki,Wagon R,2018.0,8.0,89000.0,650.0,Balana,Reconditioned,Petrol,Automatic,Station wagon,white
Subaru,Stella,2023.0,3.0,18000.0,660.0,Kottawa,Brand New,Petrol,Automatic,Hatchback,silver
Suzuki,Wagon R,2024.0,2.0,18000.0,650.0,Panadura,Brand New,Petrol,Automatic,Station wagon,blue
Mitsubishi,Lancer,1997.0,29.0,0.0,1500.0,Baduraliya,Used,Petrol,Manual,Sports,silver
Toyota,Yaris,2025.0,1.0,0.0,1000.0,Nawala,Brand New,Petrol,Automatic,Hatchback,white
Toyota,Allion,2004.0,22.0,0.0,1300.0,Adampan,Used,Petrol,Automatic,Hatchback,blue
Honda,Insight,2011.0,15.0,172664.0,1330.0,Ambalangoda,Used,Petrol,Automatic,Liftback,black
Suzuki,Astra,2010.0,16.0,143000.0,800.0,Kalutara,Used,Petrol,Manual,Hatchback,black
Audi,RS3,2010.0,16.0,0.0,2480.0,Ambalangoda,Used,Petrol,Automatic,Sedan,gray
Suzuki,Wagon R,2017.0,9.0,172000.0,650.0,Ambalangoda,Used,Hybrid,Automatic,Hatchback,brown
Suzuki,Alto,2016.0,10.0,,,Dehiwala,Used,Petrol,Manual,Hatchback,gray
Toyota,Aqua,2015.0,11.0,134000.0,1300.0,Kandy,Used,Petrol,Automatic,Hatchback,black
Suzuki,Wagon R,2014.0,12.0,109000.0,690.0,Matara,Used,Petrol,Automatic,,black
Suzuki,Swift,2004.0,22.0,170000.0,1320.0,Kadawatha,Used,Petrol,Automatic,Hatchback,black
Mitsubishi,eK,2023.0,3.0,6600.0,660.0,Kottawa,Brand New,Petrol,Automatic,Hatchback,white
Honda,Fit,2013.0,13.0,73000.0,1300.0,Panadura,Used,Petrol,Automatic,Hatchback,gray
Perodua,Bezza,2025.0,1.0,5500.0,990.0,Bandaragama,Brand New,Petrol,Automatic,Sedan,gray
Suzuki,Wagon R,2014.0,12.0,100000.0,650.0,Bandaragama,Used,Hybrid,Automatic,Convertible,black
Mercedes Benz,C Class,2016.0,10.0,100000.0,2000.0,Kalubowila,Used,Hybrid,Automatic,Saloon,white
Suzuki,Wagon R,2024.0,2.0,304.0,660.0,Batuwatta,Reconditioned,Hybrid,Automatic,Hatchback,white
Toyota,Passo,2007.0,19.0,8000.0,990.0,Kegalle,Used,Petrol,Automatic,Hatchback,white
Toyota,Tercel,1997.0,29.0,100000.0,1300.0,Dompe,Used,Petrol,Automatic,Saloon,black
Suzuki,Wagon R,2014.0,12.0,118000.0,650.0,Ambalangoda,Used,Hybrid,Automatic,Hatchback,black
Micro,Panda,2014.0,12.0,52000.0,1000.0,Alawwa,Used,Petrol,Manual,Hatchback,white
Toyota,Premio,2017.0,9.0,97000.0,1500.0,Ratnapura,Used,Petrol,Automatic,Liftback,white
Toyota,Yaris,2023.0,3.0,8500.0,1000.0,Kelaniya,Brand New,Petrol,Automatic,Liftback,red
Suzuki,Wagon R,2017.0,9.0,120000.0,650.0,Gampaha,Used,Petrol,Automatic,Hatchback,white
Hyundai,Accent,2001.0,25.0,123456.0,1500.0,Dikwella,Used,Petrol,Automatic,Saloon,gold
Toyota,Allion,2004.0,22.0,0.0,1500.0,Ambalangoda,Used,Petrol,Automatic,Saloon,black
Toyota,Vitz,2018.0,8.0,112000.0,,Maharagama,Used,Petrol,Automatic,Saloon,gray
Toyota,Axio,2013.0,13.0,150000.0,1500.0,Kottawa,Used,Petrol,Automatic,Saloon,gold
Suzuki,MR wagon,2016.0,10.0,127000.0,650.0,Puttalam,Used,Hybrid,Automatic,Station wagon,brown
Audi,A6,2013.0,13.0,120000.0,2000.0,Nugegoda,Used,Diesel,Automatic,Sedan,silver
Suzuki,Wagon R,2014.0,12.0,195000.0,650.0,Nugegoda,Used,Petrol,Automatic,Hatchback,white
Toyota,Corolla,1999.0,27.0,350000.0,1975.0,Malabe,Used,Diesel,Manual,Hatchback,silver
Toyota,Corolla,2003.0,23.0,150000.0,1490.0,Ampara,Used,Petrol,Manual,Hatchback,beige
Toyota,Yaris,2025.0,1.0,0.0,1000.0,Kurunegala,Brand New,Petrol,Automatic,Hatchback,white
Suzuki,Wagon R,2024.0,2.0,2500.0,690.0,Kurunegala,Brand New,Hybrid,Automatic,Hatchback,white
Suzuki,Alto,2017.0,9.0,61450.0,657.0,Bandaragama,Used,Petrol,Automatic,Hatchback,silver
Nissan,Dayz,2023.0,3.0,8900.0,650.0,Kelaniya,Brand New,Petrol,Automatic,,white
Suzuki,Alto,2015.0,11.0,96000.0,796.0,Medirigiriya,Used,Petrol,Manual,Hatchback,red
Suzuki,Swift,2005.0,21.0,222000.0,1500.0,Ruwanwella,Used,Petrol,Tiptronic,Hatchback,white
Toyota,Passo,2023.0,3.0,6000.0,1000.0,Kottawa,Brand New,Petrol,Automatic,,green
Toyota,Premio,2019.0,7.0,89000.0,1500.0,Kohuwala,Used,Petrol,Automatic,Saloon,silver
Suzuki,Alto,2015.0,11.0,144000.0,800.0,Kuliyapitiya,Used,Petrol,Manual,Hatchback,red
Toyota,Aqua,2012.0,14.0,180000.0,1430.0,Dambulla,Used,Hybrid,Automatic,Hatchback,black
Suzuki,Spacia,2025.0,1.0,1000.0,660.0,Kurunegala,Reconditioned,Hybrid,Automatic,Hatchback,gray
Suzuki,Spacia,2024.0,2.0,0.0,650.0,Panadura,Reconditioned,Hybrid,Automatic,Hatchback,white
Daihatsu,Mira,2023.0,3.0,4200.0,660.0,Divulapitiya,Brand New,Petrol,Automatic,Hatchback,black
Toyota,Vitz,2007.0,19.0,107000.0,1300.0,Kesbewa,Used,Petrol,Automatic,Hatchback,silver
Toyota,Corolla,1992.0,34.0,83472.0,1830.0,Kalutara,Used,Diesel,Automatic,Saloon,white
Suzuki,Maruti,2007.0,19.0,,800.0,Meegoda,Used,Petrol,Manual,Hatchback,red
Suzuki,Spacia,2016.0,10.0,131000.0,660.0,Dehiwala,Used,Petrol,Automatic,Hatchback,purple
Daihatsu,Mira,2024.0,2.0,1700.0,650.0,Malabe,Reconditioned,Petrol,Automatic,Hatchback,blue
Opel,Astra,1995.0,31.0,65210.0,1500.0,Rikillagaskada,Used,Petrol,Manual,Saloon,black
Toyota,Yaris,2024.0,2.0,7000.0,1000.0,Dehiwala,Reconditioned,Petrol,Automatic,Hatchback,white
Toyota,Aqua,2013.0,13.0,260000.0,1500.0,Ambalangoda,Used,Petrol,Automatic,Hatchback,yellow
Toyota,Premio,2017.0,9.0,95000.0,1500.0,Galle,Used,Petrol,Automatic,Saloon,white
Perodua,Kelisa,2007.0,19.0,127600.0,1000.0,Nugegoda,Used,Petrol,Automatic,Hatchback,gold
Toyota,Premio,2007.0,19.0,118000.0,1500.0,Kandy,Used,Petrol,Automatic,Hatchback,white
Suzuki,Wagon R,2018.0,8.0,63000.0,998.0,Sri Jayawardenepura Kotte,Used,Hybrid,Automatic,Hatchback,black
Hyundai,Matrix,2001.0,25.0,171132.0,1599.0,Dehiwala,Used,Petrol,Automatic,Hatchback,blue
Micro,MX7,2012.0,14.0,0.0,1500.0,Panadura,Used,Petrol,Manual,Sedan,red
Toyota,Allion,2013.0,13.0,136500.0,1490.0,Kalutara,Used,Petrol,Automatic,Sedan,white
Toyota,Corolla,2002.0,24.0,143000.0,2000.0,Narammala,Used,Diesel,Automatic,Saloon,white
Honda,Fit,2013.0,13.0,0.0,1500.0,Kaduwela,Used,Hybrid,Automatic,Liftback,blue
Toyota,Corolla,2002.0,24.0,650000.0,1200.0,Pussellawa,Used,Petrol,Automatic,Hatchback,white
Honda,Fit,2013.0,13.0,161000.0,1330.0,Minuwangoda,Used,Petrol,Automatic,Station wagon,black
Toyota,Premio,2018.0,8.0,60000.0,1500.0,Panadura,Used,Petrol,Automatic,Saloon,white
Mitsubishi,Lancer,2002.0,24.0,246000.0,1460.0,Ambalangoda,Used,Petrol,Automatic,Sedan,green
Suzuki,Celerio,2015.0,11.0,82000.0,1000.0,Nugegoda,Used,Petrol,Tiptronic,Hatchback,yellow
Toyota,Axio,2013.0,13.0,230000.0,1350.0,Maharagama,Used,Petrol,Automatic,Hatchback,blue
Perodua,Axia,2017.0,9.0,115000.0,1000.0,Kadawatha,Used,Petrol,Automatic,Hatchback,silver
Toyota,Aqua,2014.0,12.0,130000.0,1500.0,Nikaweratiya,Used,Petrol,Automatic,Hatchback,white
Suzuki,Wagon R,2015.0,11.0,80000.0,650.0,Matara,Reconditioned,Petrol,Automatic,Hatchback,blue
Nissan,Aura,2024.0,2.0,0.0,1000.0,Embilipitiya,Reconditioned,Petrol,Automatic,Hatchback,black
Toyota,Prius,2013.0,13.0,110000.0,1600.0,Ambalangoda,Used,Hybrid,Automatic,Liftback,white
Suzuki,Wagon R,2018.0,8.0,123000.0,650.0,Ambalangoda,Used,Hybrid,Automatic,Hatchback,black
Nissan,Roox,2024.0,2.0,0.0,660.0,Bellanwila,Brand New,Hybrid,Automatic,Station wagon,gray
Toyota,Starlet,2001.0,25.0,0.0,1500.0,Narahenpita (Colombo 05),Used,Petrol,Manual,Liftback,gray
Toyota,Yaris,2025.0,1.0,0.0,1500.0,Katugastota,Reconditioned,Hybrid,Automatic,Hatchback,black
Datsun,Redi Go,2016.0,10.0,47090.0,800.0,Padukka,Used,Petrol,Manual,Hatchback,green
Honda,Fit,2010.0,16.0,184000.0,1330.0,Maharagama,Used,Petrol,Automatic,Hatchback,green
Toyota,Corolla,2018.0,8.0,103000.0,1500.0,Negombo,Used,Petrol,Automatic,Sedan,white
Suzuki,Spacia,2024.0,2.0,0.0,658.0,Nugegoda,Brand New,Petrol,Automatic,Hatchback,white
Suzuki,Maruti,2008.0,18.0,0.0,650.0,Maho,Used,Petrol,Manual,,blue
Toyota,Corolla,2023.0,3.0,0.0,1500.0,Kurunegala,Brand New,Petrol,Manual,Saloon,white
Suzuki,Maruti,2006.0,20.0,84585.0,800.0,Minuwangoda,Used,Petrol,Manual,Hatchback,blue
Suzuki,Alto,2023.0,3.0,4210.0,660.0,Divulapitiya,Brand New,Hybrid,Automatic,Hatchback,silver
Toyota,Aqua,2016.0,10.0,133440.0,1500.0,Ambalangoda,Used,Hybrid,Automatic,Liftback,white
