Raw_Title,Raw_Price,Raw_Mileage,Raw_Metadata,Colour,Condition,Engine/Motor Capacity,Fuel Type,Manufacturer,Mileage,Model,Model Year,Power,Register Year,Transmission,Vehicle Type
Mercedes Benz S Class 2014,"Rs: 37,500,000",km Find,"2026-02-05 | Kohuwala 90,000",white,Used,3000,Petrol,Mercedes Benz,90000,S Class,2014,3000,2014,Automatic,Car(Sedan)
Nissan Almera 2025,"Rs: 13,350,000",,2026-02-05 | Kohuwala Find Out More,red,Brand New,1000,Petrol,Nissan,0,Almera,2025,1000,Ref:,Automatic,Car(Sedan)
Nissan Almera 2025,"Rs: 13,400,000",,2026-02-05 | Kohuwala Find Out More,white,Brand New,1000,Petrol,Nissan,0,Almera,2025,1000,Ref:,Automatic,Car(Saloon)
Mitsubishi Lancer 1972,"Rs: 390,000",km Find,"2026-02-05 | Negombo 100,000",red,Used,1400,Petrol,Mitsubishi,100000,Lancer,1972,1400,1972,Manual,Car(Saloon)
Mercedes Benz E Class 2015,"Rs: 17,500,000",km Find,"2026-02-05 | Kohuwala 70,000",black,Used,2000,Diesel,Mercedes Benz,70000,E Class,2015,2000,2015,Automatic,Car(Sedan)
Nissan March 2002,"Rs: 2,950,000",km Find,"2026-02-05 | Ragama 149,000",red,Used,1000,Petrol,Nissan,149000,March,2002,1000,2005,Automatic,Car(Liftback)
Toyota Corolla 1997,"Rs: 3,500,000",,2026-02-05 | Piliyandala Find Out More,white,Reconditioned,2000,Diesel,Toyota,0,Corolla,1997,2000,2000,Automatic,Car(Saloon)
Nissan FB 15 2002,"Rs: 4,800,000",km Find,"2026-02-05 | Anuradhapura 154,000",silver,Used,1500,Petrol,Nissan,154000,FB 15,2002,1500,2002,Automatic,Car(Saloon)
Toyota Corona 1995,"Rs: 2,550,000",km Find,"2026-02-05 | Anuradhapura 120,000",navy,Used,1650,Petrol,Toyota,120000,Corona,1995,1650,1995,Manual,Car(Hatchback)
Perodua Elite 2011,"Rs: 4,400,000",km Find,"2026-02-05 | Dompe 167,320",green,Used,1000,Petrol,Perodua,167320,Elite,2011,1000,2012,Automatic,Car(Hatchback)
Suzuki Alto 2010,"Rs: 2,800,000",km Find,"2026-02-05 | Galle 126,000",black,Used,800,Petrol,Suzuki,126000,Alto,2010,800,2011,Manual,Car(Hatchback)
Nissan Tiida 2007,"Rs: 5,490,000",km Find,"2026-02-05 | Ja-Ela 240,000",white,Used,1500,Petrol,Nissan,240000,Tiida,2007,1500,2011,Automatic,Car(Sedan)
KIA Picanto 2018,"Rs: 5,975,000",km Find,"2026-02-05 | Kalubowila 59,000",white,Used,1000,Petrol,KIA,59000,Picanto,2018,1000,2018,Automatic,Car(Convertible)
Toyota Vitz 2011,"Rs: 5,750,000",km Find,"2026-02-05 | Kalubowila 149,000",black,Used,1000,Petrol,Toyota,149000,Vitz,2011,1000,2011,Automatic,Car(Convertible)
Suzuki Swift 2017,"Rs: 7,800,000",km Find,"2026-02-05 | Raddolugama 115,000",red,Used,1240,Hybrid,Suzuki,115000,Swift,2017,1240,2017,Automatic,Car(Liftback)
Suzuki Alto 2015,"Rs: 3,750,000",km Find,2026-02-05 | Hanwella 110,red,Used,800,Petrol,Suzuki,110,Alto,2015,800,2016,Manual,Car(Hatchback)
Nissan N 16 2003,"Rs: 4,200,000",km Find,"2026-02-05 | Badulla 173,000",silver,Used,1300,Petrol,Nissan,173000,N 16,2003,1300,2003,Manual,Car(Saloon)
Suzuki Wagon R 2024,"Rs: 7,800,000",,2026-02-05 | Polonnaruwa Find Out More,silver,Brand New,650,Hybrid,Suzuki,0,Wagon R,2024,650,Ref:,Automatic,Car(Hatchback)
Honda Civic 2017,"Rs: 12,500,000",km Find,"2026-02-19 | Telijjawila 82,285",silver,Used,1000,Petrol,Honda,82285,Civic,2017,1000,2018,Automatic,Car()
KIA Sephia 2002,"Rs: 2,600,000",km Find,"2026-02-10 | Mattegoda 162,481",gray,Used,1331,Petrol,KIA,162481,Sephia,2002,1331,2003,Automatic,Car(Sedan)
Toyota Belta 2007,"Rs: 5,500,000",km Find,"2026-02-06 | Homagama 166,600",silver,Used,1000,Petrol,Toyota,166600,Belta,2007,1000,2009,Automatic,Car(Saloon)
Honda ARIA 2008,"Rs: 5,650,000",km Find,"2026-02-05 | Ella 1,234",silver,Used,1500,Petrol,Honda,1234,ARIA,2008,1500,2010,Automatic,Car(Saloon)
Nissan Sunny 2004,"Rs: 4,675,000",km Find,"2026-02-05 | Kalubowila 225,000",white,Used,1500,Petrol,Nissan,225000,Sunny,2004,1500,2004,Automatic,Car(Convertible)
Toyota Premio 2017,"Rs: 15,500,000",km Find,"2026-02-05 | Anuradhapura 90,000",red,Used,1500,Hybrid,Toyota,90000,Premio,2017,1500,2018,Automatic,Car(Hatchback)
Toyota Vitz 2017,"Rs: 7,500,000",km Find,"2026-02-05 | Boralesgamuwa 93,000",black,Used,1000,Petrol,Toyota,93000,Vitz,2017,1000,2017,Automatic,Car(Hatchback)
Suzuki Celerio 2016,"Rs: 4,900,000",km Find,"2026-02-05 | Ragama 78,000",red,Used,1000,Petrol,Suzuki,78000,Celerio,2016,1000,2016,Automatic,Car(Hatchback)
Toyota Roomy 2017,"Rs: 8,000,000",km Find,"2026-02-05 | Homagama 69,000",silver,Used,900,Petrol,Toyota,69000,Roomy,2017,900,2019,Automatic,Car(Hatchback)
Suzuki Estilo 2010,"Rs: 3,525,000",km Find,"2026-02-05 | Ragama 115,000",brown,Used,1000,Petrol,Suzuki,115000,Estilo,2010,1000,2010,Manual,Car(Hatchback)
Suzuki Estilo 2011,"Rs: 3,800,000",km Find,"2026-02-05 | Sainthamaruthu 89,000",brown,Used,800,Petrol,Suzuki,89000,Estilo,2011,800,2011,Automatic,Car(Hatchback)
Toyota Premio 2018,"Rs: 14,500,000",km Find,"2026-02-05 | Dankotuwa 76,000",white,Used,1490,Petrol,Toyota,76000,Premio,2018,1490,2019,Automatic,Car(Saloon)
Nissan FB 15 2001,"Rs: 3,850,000",km Find,"2026-02-05 | Sainthamaruthu 125,000",white,Used,1490,Petrol,Nissan,125000,FB 15,2001,1490,2004,Automatic,Car(Saloon)
Suzuki Estilo 2012,"Rs: 3,575,000",km Find,"2026-02-05 | Ragama 98,000",gold,Used,1000,Petrol,Suzuki,98000,Estilo,2012,1000,2012,Manual,Car(Hatchback)
Suzuki Wagon R 2017,"Rs: 6,675,000",km Find,"2026-02-05 | Malabe 64,000",white,Used,650,Hybrid,Suzuki,64000,Wagon R,2017,650,2017,Automatic,Car(Hatchback)
Toyota Sprinter 1999,"Rs: 3,650,000",km Find,"2026-02-05 | Dehiwala 302,000",silver,Used,2000,Diesel,Toyota,302000,Sprinter,1999,2000,1999,Manual,Car(Saloon)
Honda Civic 2017,"Rs: 12,500,000",km Find,"2026-02-19 | Telijjawila 82,285",silver,Used,1000,Petrol,Honda,82285,Civic,2017,1000,2018,Automatic,Car()
KIA Sephia 2002,"Rs: 2,600,000",km Find,"2026-02-10 | Mattegoda 162,481",gray,Used,1331,Petrol,KIA,162481,Sephia,2002,1331,2003,Automatic,Car(Sedan)
Toyota Belta 2007,"Rs: 5,500,000",km Find,"2026-02-06 | Homagama 166,600",silver,Used,1000,Petrol,Toyota,166600,Belta,2007,1000,2009,Automatic,Car(Saloon)
Micro Emgrand 7 2015,"Rs: 4,750,000",km Find,"2026-02-05 | Mattakkuliya (Colombo 15) 103,000",maroon,Used,1800,Petrol,Micro,103000,Emgrand 7,2015,1800,2015,Automatic,Car(Saloon)
Honda Fit 2011,"Rs: 6,800,000",km Find,"2026-02-04 | Kalpitiya 139,000",green,Used,1330,Hybrid,Honda,139000,Fit,2011,1330,2013,Automatic,Car(Hatchback)
Toyota Axio 2018,"Rs: 12,500,000",km Find,"2026-02-04 | Nugegoda 125,000",red,Used,1500,Hybrid,Toyota,125000,Axio,2018,1500,2019,Automatic,Car(Saloon)
Toyota Axio 2014,"Rs: 9,000,000",km Find,"2026-02-04 | Ja-Ela 119,700",blue,Used,1500,Petrol,Toyota,119700,Axio,2014,1500,2017,Automatic,Car(Saloon)
Mitsubishi Lancer 1973,"Rs: 485,000",km Find,"2026-02-04 | Pilimatalawa 120,000",white,Used,1496,Petrol,Mitsubishi,120000,Lancer,1973,1496,1980,Manual,Car(Sedan)
Suzuki Wagon R 2014,"Rs: 5,550,000",km Find,"2026-02-04 | Wattala 100,000",white,Used,650,Petrol,Suzuki,100000,Wagon R,2014,650,2015,Automatic,Car(Sedan)
Mitsubishi Lancer 1973,"Rs: 620,000",km Find,"2026-02-04 | Pilimatalawa 150,000",blue,Used,1496,Petrol,Mitsubishi,150000,Lancer,1973,1496,1980,Manual,Car(Sedan)
Suzuki A Star 2010,"Rs: 3,975,000",km Find,"2026-02-04 | Polgolla 137,000",silver,Used,998,Petrol,Suzuki,137000,A Star,2010,998,2010,Manual,Car(Hatchback)
Toyota Corolla 1974,"Rs: 485,000",km Find,"2026-02-04 | Pilimatalawa 160,000",white,Used,1167,Petrol,Toyota,160000,Corolla,1974,1167,1980,Manual,Car(Sedan)
BMW M Series 2017,"Rs: 20,500,000",km Find,"2026-02-04 | Cinnamon Garden (Colombo 07) 65,000",white,Used,1500,Petrol,BMW,65000,M Series,2017,1500,2018,Automatic,Car(Saloon)
Honda Civic 2017,"Rs: 12,500,000",km Find,"2026-02-19 | Telijjawila 82,285",silver,Used,1000,Petrol,Honda,82285,Civic,2017,1000,2018,Automatic,Car()
KIA Sephia 2002,"Rs: 2,600,000",km Find,"2026-02-10 | Mattegoda 162,481",gray,Used,1331,Petrol,KIA,162481,Sephia,2002,1331,2003,Automatic,Car(Sedan)
Toyota Belta 2007,"Rs: 5,500,000",km Find,"2026-02-06 | Homagama 166,600",silver,Used,1000,Petrol,Toyota,166600,Belta,2007,1000,2009,Automatic,Car(Saloon)
BMW 3 Series 2000,"Rs: 6,775,000",km Find,"2026-02-04 | Adampan 139,000",green,Used,2000,Diesel,BMW,139000,3 Series,2000,2000,2000,Manual,Car(Saloon)
Toyota Corolla 2000,"Rs: 5,450,000",km Find,"2026-02-04 | Athurugiriya 198,000",white,Used,1500,Petrol,Toyota,198000,Corolla,2000,1500,2004,Automatic,Car(Sedan)
Subaru XV 2014,"Rs: 8,300,000",km Find,"2026-02-04 | Gampaha 149,000",black,Used,1995,Hybrid,Subaru,149000,XV,2014,1995,2014,Automatic,Car(Hatchback)
Toyota Passo 2008,"Rs: 4,800,000",km Find,"2026-02-04 | Nugegoda 125,000",silver,Used,1000,Petrol,Toyota,125000,Passo,2008,1000,2011,Automatic,Car(Hatchback)
Toyota Axio 2014,"Rs: 9,800,000",km Find,"2026-02-04 | Karapitiya 128,000",white,Used,1500,Hybrid,Toyota,128000,Axio,2014,1500,2016,Automatic,Car(Sedan)
Suzuki Swift 2003,"Rs: 4,300,000",km Find,"2026-02-04 | Ampitiya 241,000",white,Used,1300,Petrol,Suzuki,241000,Swift,2003,1300,2007,Automatic,Car(Hatchback)
Nissan Sunny 1996,"Rs: 2,650,000",km Find,"2026-02-04 | Matugama 215,000",silver,Used,1970,Diesel,Nissan,215000,Sunny,1996,1970,1999,Automatic,Car(Saloon)
BMW F30 2017,"Rs: 19,500,000",km Find,"2026-02-03 | Cinnamon Garden (Colombo 07) 65,000",white,Used,1500,Petrol,BMW,65000,F30,2017,1500,2018,Automatic,Car(Sedan)
Honda Grace 2016,"Rs: 8,300,000",km Find,"2026-02-03 | Matara 121,000",black,Used,1490,Hybrid,Honda,121000,Grace,2016,1490,2017,Automatic,Car(Saloon)
Honda Grace 2016,"Rs: 9,000,000",km Find,"2026-02-03 | Kalutara 96,000",red,Used,1490,Hybrid,Honda,96000,Grace,2016,1490,2016,Automatic,Car(Saloon)
Toyota Vios 2005,"Rs: 4,975,000",km Find,"2026-02-03 | Ragama 158,000",silver,Used,1500,Petrol,Toyota,158000,Vios,2005,1500,2009,Automatic,Car(Sedan)
Honda Civic 2017,"Rs: 12,500,000",km Find,"2026-02-19 | Telijjawila 82,285",silver,Used,1000,Petrol,Honda,82285,Civic,2017,1000,2018,Automatic,Car()
KIA Sephia 2002,"Rs: 2,600,000",km Find,"2026-02-10 | Mattegoda 162,481",gray,Used,1331,Petrol,KIA,162481,Sephia,2002,1331,2003,Automatic,Car(Sedan)
Toyota Belta 2007,"Rs: 5,500,000",km Find,"2026-02-06 | Homagama 166,600",silver,Used,1000,Petrol,Toyota,166600,Belta,2007,1000,2009,Automatic,Car(Saloon)
Toyota Premio 2018,"Rs: 16,300,000",km Find,"2026-02-03 | Anuradhapura 112,000",white,Used,1500,Petrol,Toyota,112000,Premio,2018,1500,2019,Automatic,Car(Hatchback)
Toyota Aqua 2013,"Rs: 7,100,000",km Find,"2026-02-03 | Anuradhapura 132,000",white,Used,1500,Hybrid,Toyota,132000,Aqua,2013,1500,2015,Automatic,Car(Saloon)
Mitsubishi Lancer 1992,"Rs: 3,180,000",km Find,"2026-02-03 | Battaramulla 250,000",blue,Used,1500,Petrol,Mitsubishi,250000,Lancer,1992,1500,1992,Manual,Car(Sedan)
Toyota Yaris 2022,"Rs: 9,200,000",km Find,"2026-02-03 | Borella (Colombo 08) 22,000",white,Brand New,1000,Petrol,Toyota,22000,Yaris,2022,1000,Ref:,Automatic,Car(Hatchback)
Honda Civic 2004,"Rs: 5,400,000",km Find,"2026-02-03 | Wellawatta (Colombo 06) 150,000",other,Used,1500,Petrol,Honda,150000,Civic,2004,1500,2004,Automatic,Car()
Toyota Yaris 2007,"Rs: 6,700,700",km Find,"2026-02-03 | Athurugiriya 170,000",white,Used,1300,Petrol,Toyota,170000,Yaris,2007,1300,2007,Automatic,Car(Sedan)
Suzuki Wagon R 2025,"Rs: 7,575,000",,2026-02-03 | Nittambuwa Find Out More,white,Brand New,660,Petrol,Suzuki,0,Wagon R,2025,660,Ref:,Automatic,Car(Hatchback)
Datsun Redi Go 2016,"Rs: 3,350,000",km Find,"2026-02-03 | Padukka 47,200",green,Used,800,Petrol,Datsun,47200,Redi Go,2016,800,2016,Manual,Car(Hatchback)
Suzuki Celerio 2017,"Rs: 5,290,000",km Find,"2026-02-03 | Kadawatha 92,000",red,Used,1000,Petrol,Suzuki,92000,Celerio,2017,1000,2017,Automatic,Car(Hatchback)
Chery QQ 2007,"Rs: 1,790,000",km Find,"2026-02-03 | Padukka 65,900",green,Used,800,Petrol,Chery,65900,QQ,2007,800,2008,Manual,Car(Hatchback)
Toyota Aqua 2012,"Rs: 6,525,000",km Find,"2026-02-03 | Mount Lavinia 175,000",orange,Reconditioned,1490,Hybrid,Toyota,175000,Aqua,2012,1490,2015,Automatic,Car(Hatchback)
Suzuki Celerio 2015,"Rs: 4,595,000",km Find,"2026-02-03 | Adampan 161,000",gray,Used,1000,Petrol,Suzuki,161000,Celerio,2015,1000,2015,Manual,Car(Hatchback)
Nissan Sunny 1996,"Rs: 2,890,000",km Find,"2026-02-03 | Malabe 235,000",brown,Used,1300,Petrol,Nissan,235000,Sunny,1996,1300,2000,Automatic,Car(Hatchback)
Suzuki Maruti 2000,"Rs: 2,375,000",km Find,"2026-02-03 | Malabe 60,000",black,Used,800,Petrol,Suzuki,60000,Maruti,2000,800,2011,Manual,Car(Hatchback)
Honda Civic 2017,"Rs: 12,500,000",km Find,"2026-02-19 | Telijjawila 82,285",silver,Used,1000,Petrol,Honda,82285,Civic,2017,1000,2018,Automatic,Car()
KIA Sephia 2002,"Rs: 2,600,000",km Find,"2026-02-10 | Mattegoda 162,481",gray,Used,1331,Petrol,KIA,162481,Sephia,2002,1331,2003,Automatic,Car(Sedan)
Toyota Belta 2007,"Rs: 5,500,000",km Find,"2026-02-06 | Homagama 166,600",silver,Used,1000,Petrol,Toyota,166600,Belta,2007,1000,2009,Automatic,Car(Saloon)
Toyota Aqua 2014,"Rs: 7,750,000",km Find,"2026-02-03 | Dehiwala 158,000",black,Used,1500,Hybrid,Toyota,158000,Aqua,2014,1500,2016,Automatic,Car(Liftback)
Suzuki Wagon R 2018,"Rs: 6,890,000",km Find,"2026-02-03 | Malabe 61,000",black,Used,650,Petrol,Suzuki,61000,Wagon R,2018,650,2018,Automatic,Car(Hatchback)
Perodua Axia 2017,"Rs: 5,790,000",km Find,"2026-02-03 | Kadawatha 111,000",white,Used,1000,Petrol,Perodua,111000,Axia,2017,1000,2017,Automatic,Car(Hatchback)
Suzuki Maruti 2010,"Rs: 2,430,000",km Find,"2026-02-03 | Kahathuduwa 84,000",silver,Used,800,Petrol,Suzuki,84000,Maruti,2010,800,2010,Manual,Car(Hatchback)
Suzuki Spacia 2024,"Rs: 8,000,000",km Find,"2026-02-03 | Ambalangoda 6,500",green,Reconditioned,660,Hybrid,Suzuki,6500,Spacia,2024,660,2024,Automatic,Car(Hatchback)
Nissan March 2002,"Rs: 4,490,000",km Find,"2026-02-03 | Badulla 100,000",other,Used,1240,Petrol,Nissan,100000,March,2002,1240,2005,Automatic,Car(Hatchback)
Honda Civic 2017,"Rs: 12,500,000",km Find,"2026-02-19 | Telijjawila 82,285",silver,Used,1000,Petrol,Honda,82285,Civic,2017,1000,2018,Automatic,Car()
KIA Sephia 2002,"Rs: 2,600,000",km Find,"2026-02-10 | Mattegoda 162,481",gray,Used,1331,Petrol,KIA,162481,Sephia,2002,1331,2003,Automatic,Car(Sedan)
Toyota Belta 2007,"Rs: 5,500,000",km Find,"2026-02-06 | Homagama 166,600",silver,Used,1000,Petrol,Toyota,166600,Belta,2007,1000,2009,Automatic,Car(Saloon)
Toyota Premio 2007,"Rs: 7,950,000",km Find,"2026-02-03 | Kandy 118,000",white,Used,1500,Petrol,Toyota,118000,Premio,2007,1500,2011,Automatic,Car(Hatchback)
Nissan March 1997,"Rs: 3,600,000",km Find,"2026-02-03 | Minuwangoda 165,000",blue,Used,1000,Petrol,Nissan,165000,March,1997,1000,2000,Automatic,Car(Hatchback)
Toyota Premio 2010,"Rs: 8,990,000",km Find,"2026-02-03 | Kandy 118,000",brown,Used,1500,Petrol,Toyota,118000,Premio,2010,1500,2011,Automatic,Car(Liftback)
Ford Laser 1993,"Rs: 1,850,000",km Find,"2026-02-03 | Wattala 265,000",maroon,Used,1300,Petrol,Ford,265000,Laser,1993,1300,1993,Manual,Car(Sedan)
Toyota Vitz 2013,"Rs: 7,250,000",km Find,"2026-02-03 | Dekatana 116,680",black,Used,990,Petrol,Toyota,116680,Vitz,2013,990,2017,Automatic,Car(Hatchback)
Suzuki Estilo 2010,"Rs: 3,550,000",km Find,"2026-02-03 | Peradeniya 102,000",orange,Used,1000,Petrol,Suzuki,102000,Estilo,2010,1000,2011,Manual,Car(Hatchback)
Nissan Roox 2025,"Rs: 9,000,000",,2026-02-03 | Negombo Find Out More,gray,Brand New,660,Petrol,Nissan,0,Roox,2025,660,Ref:,Automatic,Car(Liftback)
Daihatsu Taft 2025,"Rs: 8,500,000",,2026-02-03 | Negombo Find Out More,white,Brand New,660,Petrol,Daihatsu,0,Taft,2025,660,Ref:,Automatic,Car(Liftback)
Nissan Roox 2025,"Rs: 9,250,000",km Find,2026-02-03 | Negombo 200,white,Brand New,660,Petrol,Nissan,200,Roox,2025,660,Ref:,Automatic,Car(Liftback)
Honda Fit 2013,"Rs: 6,950,000",km Find,"2026-02-02 | Kohuwala 85,000",other,Used,1500,Petrol,Honda,85000,Fit,2013,1500,2016,Automatic,Car(Hatchback)
BMW i Series 2013,"Rs: 18,275,000",km Find,"2026-02-02 | Nugegoda 1,500",gray,Used,1000,Petrol,BMW,1500,i Series,2013,1000,2014,Manual,Car(Hatchback)
Honda Civic 2002,"Rs: 5,600,000",km Find,"2026-02-02 | Dehiwala 280,000",silver,Used,1500,Petrol,Honda,280000,Civic,2002,1500,2005,Automatic,Car(Hatchback)
Toyota Aqua 2015,"Rs: 8,890,000",km Find,"2026-02-02 | Kohuwala 105,000",white,Used,1500,Petrol,Toyota,105000,Aqua,2015,1500,2015,Automatic,Car(Hatchback)
Toyota Aqua 2013,"Rs: 7,450,000",km Find,"2026-02-02 | Kelaniya 114,000",black,Used,1200,Petrol,Toyota,114000,Aqua,2013,1200,2016,Automatic,Car(Convertible)
Micro Panda 2012,"Rs: 2,500,000",,2026-02-02 | Moratuwa Find Out More,white,Used,1500,Petrol,Micro,0,Panda,2012,1500,2012,Manual,Car(Hatchback)
Honda Civic 2017,"Rs: 12,500,000",km Find,"2026-02-19 | Telijjawila 82,285",silver,Used,1000,Petrol,Honda,82285,Civic,2017,1000,2018,Automatic,Car()
KIA Sephia 2002,"Rs: 2,600,000",km Find,"2026-02-10 | Mattegoda 162,481",gray,Used,1331,Petrol,KIA,162481,Sephia,2002,1331,2003,Automatic,Car(Sedan)
Toyota Belta 2007,"Rs: 5,500,000",km Find,"2026-02-06 | Homagama 166,600",silver,Used,1000,Petrol,Toyota,166600,Belta,2007,1000,2009,Automatic,Car(Saloon)
Toyota Starlet 1993,"Rs: 4,000,000",km Find,"2026-02-02 | Homagama 140,000",white,Used,1330,Petrol,Toyota,140000,Starlet,1993,1330,2005,Manual,Car(Hatchback)
Toyota Premio 2016,"Rs: 13,500,000",km Find,"2026-02-02 | Andiambalama 176,000",white,Used,1490,Petrol,Toyota,176000,Premio,2016,1490,2016,Automatic,Car(Sedan)
Suzuki Wagon R 2024,"Rs: 7,950,000",km Find,"2026-02-02 | Kohuwala 12,400",brown,Used,660,Hybrid,Suzuki,12400,Wagon R,2024,660,2024,Automatic,Car(Station wagon)
Mazda 6 2016,"Rs: 12,000,000",km Find,"2026-02-02 | Colombo Fort (Colombo 01) 69,699",black,Used,2488,Petrol,Mazda,69699,6,2016,2488,2016,Automatic,Car(Sedan)
Suzuki Alto 2015,"Rs: 3,900,000",km Find,"2026-02-02 | Delgoda 119,000",silver,Used,796,Petrol,Suzuki,119000,Alto,2015,796,2016,Manual,Car(Hatchback)
Nissan Sunny 2003,"Rs: 4,200,000",km Find,"2026-02-02 | Ratmalana 172,000",other,Used,1300,Petrol,Nissan,172000,Sunny,2003,1300,2003,Manual,Car(Saloon)
Toyota Vios 2005,"Rs: 4,250,000",,2026-02-02 | Kollupitiya (Colombo 03) Find Out More,black,Used,1500,Hybrid,Toyota,0,Vios,2005,1500,2005,Automatic,Car(Sedan)
Toyota Premio 2018,"Rs: 13,200,000",km Find,"2026-02-02 | Nattandiya 86,000",white,Used,1500,Petrol,Toyota,86000,Premio,2018,1500,2015,Automatic,Car(Saloon)
Suzuki Alto 2003,"Rs: 3,495,000",km Find,"2026-02-02 | Panadura 150,000",white,Used,660,Petrol,Suzuki,150000,Alto,2003,660,2007,Automatic,Car(Liftback)
Perodua Viva 2011,"Rs: 4,190,000",km Find,"2026-02-02 | Galle 165,810",silver,Used,1000,Petrol,Perodua,165810,Viva,2011,1000,2011,Automatic,Car(Hatchback)
Toyota Belta 2010,"Rs: 6,375,000",km Find,"2026-02-02 | Wennappuwa 131,000",gray,Used,1300,Petrol,Toyota,131000,Belta,2010,1300,2011,Automatic,Car(Sedan)
Toyota Premio 2010,"Rs: 9,050,000",km Find,"2026-02-02 | Kandy 118,000",brown,Used,1500,Petrol,Toyota,118000,Premio,2010,1500,2011,Automatic,Car(Liftback)
Honda Civic 2017,"Rs: 12,500,000",km Find,"2026-02-19 | Telijjawila 82,285",silver,Used,1000,Petrol,Honda,82285,Civic,2017,1000,2018,Automatic,Car()
KIA Sephia 2002,"Rs: 2,600,000",km Find,"2026-02-10 | Mattegoda 162,481",gray,Used,1331,Petrol,KIA,162481,Sephia,2002,1331,2003,Automatic,Car(Sedan)
Toyota Belta 2007,"Rs: 5,500,000",km Find,"2026-02-06 | Homagama 166,600",silver,Used,1000,Petrol,Toyota,166600,Belta,2007,1000,2009,Automatic,Car(Saloon)
Suzuki Alto 2017,"Rs: 4,875,000",km Find,"2026-02-02 | Kosgoda 185,000",white,Used,796,Petrol,Suzuki,185000,Alto,2017,796,2018,Manual,Car(Hatchback)
Mercedes Benz EQB 2024,"Rs: 35,800,000",km Find,2026-02-02 | Kotahena (Colombo 13) 0,blue,Brand New,000,Electric,Mercedes Benz,000,EQB,2024,000,Ref:,Automatic,Car(Hatchback)
Suzuki Alto 2015,"Rs: 4,500,000",km Find,"2026-02-02 | Dematagoda (Colombo 09) 82,500",blue,Used,998,Petrol,Suzuki,82500,Alto,2015,998,2015,Automatic,Car(Liftback)
Nissan Sunny 2008,"Rs: 6,000,000",km Find,"2026-02-02 | Kalmunai 98,000",silver,Used,1300,Petrol,Nissan,98000,Sunny,2008,1300,2008,Automatic,Car(Saloon)
Toyota Corolla 2006,"Rs: 5,475,000",km Find,"2026-02-02 | Dodangaslanda 190,000",black,Used,1300,Petrol,Toyota,190000,Corolla,2006,1300,2006,Manual,Car(Sedan)
Toyota Aqua 2015,"Rs: 8,100,000",km Find,"2026-02-02 | Katugastota 139,000",black,Used,1500,Petrol,Toyota,139000,Aqua,2015,1500,2017,Automatic,Car(Hatchback)
BMW M Series 2017,"Rs: 28,000,000",km Find,"2026-02-02 | Katugastota 90,000",black,Used,2000,Petrol,BMW,90000,M Series,2017,2000,2018,Automatic,Car(Saloon)
Suzuki Wagon R 2015,"Rs: 5,700,000",km Find,"2026-02-02 | Hambantota 120,000",white,Used,650,Hybrid,Suzuki,120000,Wagon R,2015,650,2018,Manual,Car(Sedan)
Suzuki Swift 2005,"Rs: 4,290,000",km Find,"2026-02-02 | Ruwanwella 222,000",white,Used,1500,Petrol,Suzuki,222000,Swift,2005,1500,2009,Tiptronic,Car(Hatchback)
Suzuki Wagon R 2014,"Rs: 5,000,000",km Find,"2026-02-02 | Galle 97,000",black,Used,658,Petrol,Suzuki,97000,Wagon R,2014,658,2015,Automatic,Car(Hatchback)
Suzuki Swift 1998,"Rs: 2,495,000",km Find,"2026-02-02 | Piliyandala 165,000",blue,Used,1300,Petrol,Suzuki,165000,Swift,1998,1300,1998,Manual,Car(Liftback)
Suzuki Alto 2015,"Rs: 3,590,000",km Find,"2026-02-02 | Nugegoda 120,000",gray,Used,800,Petrol,Suzuki,120000,Alto,2015,800,2015,Manual,Car(Liftback)
Suzuki Wagon R 2017,"Rs: 5,800,000",km Find,"2026-02-02 | Kalmunai 134,000",black,Used,655,Hybrid,Suzuki,134000,Wagon R,2017,655,2018,Automatic,Car(Hatchback)
Suzuki Spacia 2023,"Rs: 7,250,000",km Find,"2026-02-02 | Kottawa 6,600",yellow,Brand New,660,Petrol,Suzuki,6600,Spacia,2023,660,Ref:,Automatic,Car(Hatchback)
Toyota Axio 2014,"Rs: 8,700,000",km Find,"2026-02-02 | Beruwala 140,000",white,Used,1490,Petrol,Toyota,140000,Axio,2014,1490,2014,Automatic,Car(Saloon)
Toyota Axio 2008,"Rs: 7,100,000",km Find,2026-02-02 | Godagama 197,silver,Used,1500,Petrol,Toyota,197,Axio,2008,1500,2010,Automatic,Car(Saloon)
Toyota Aqua 2012,"Rs: 6,650,000",km Find,"2026-02-02 | Mirigama 145,000",silver,Used,1500,Petrol,Toyota,145000,Aqua,2012,1500,2014,Automatic,Car(Hatchback)
Honda Civic 2017,"Rs: 12,500,000",km Find,"2026-02-19 | Telijjawila 82,285",silver,Used,1000,Petrol,Honda,82285,Civic,2017,1000,2018,Automatic,Car()
KIA Sephia 2002,"Rs: 2,600,000",km Find,"2026-02-10 | Mattegoda 162,481",gray,Used,1331,Petrol,KIA,162481,Sephia,2002,1331,2003,Automatic,Car(Sedan)
Toyota Belta 2007,"Rs: 5,500,000",km Find,"2026-02-06 | Homagama 166,600",silver,Used,1000,Petrol,Toyota,166600,Belta,2007,1000,2009,Automatic,Car(Saloon)
Mitsubishi Lancer 1998,"Rs: 2,660,000",km Find,"2026-02-02 | Maharagama 240,000",white,Used,1500,Petrol,Mitsubishi,240000,Lancer,1998,1500,2001,Automatic,Car(Sedan)
