Raw_Title,Raw_Price,Raw_Mileage,Raw_Metadata,Colour,Condition,Engine/Motor Capacity,Fuel Type,Manufacturer,Mileage,Model,Model Year,Power,Register Year,Transmission,Vehicle Type
Honda Civic 2017,"Rs: 12,500,000",km Find,"2026-02-09 | Padukka 26,700",white,Used,1000,Petrol,Honda,26700,Civic,2017,1000,2018,Automatic,Car(Hatchback)
Toyota Corolla 2006,"Rs: 5,750,000",km Find,"2026-02-09 | Piliyandala 163,000",blue,Used,1500,Petrol,Toyota,163000,Corolla,2006,1500,2006,Automatic,Car(Saloon)
Toyota Vitz 2009,"Rs: 5,650,000",km Find,"2026-02-09 | Negombo 142,000",gray,Used,1000,Petrol,Toyota,142000,Vitz,2009,1000,2012,Automatic,Car(Hatchback)
Suzuki Swift 2024,"Rs: 12,300,000",,2026-02-09 | Kohuwala Find Out More,white,Brand New,1500,Petrol,Suzuki,0,Swift,2024,1500,2024,Automatic,Car(Hatchback)
Suzuki Wagon R 2018,"Rs: 6,795,000",km Find,"2026-02-09 | Kohuwala 74,000",white,Used,1000,Petrol,Suzuki,74000,Wagon R,2018,1000,2018,Automatic,Car(Hatchback)
Suzuki Spacia 2024,"Rs: 9,400,000",,2026-02-09 | Kohuwala Find Out More,black,Brand New,650,Petrol,Suzuki,0,Spacia,2024,650,2024,Automatic,Car(Hatchback)
Suzuki Estilo 2010,"Rs: 3,850,000",km Find,"2026-02-09 | Ratmalana 175,000",black,Used,998,Petrol,Suzuki,175000,Estilo,2010,998,2011,Manual,Car(Hatchback)
Toyota Vios 2005,"Rs: 5,450,000",km Find,"2026-02-09 | Kandy 181,000",silver,Used,1500,Petrol,Toyota,181000,Vios,2005,1500,2008,Automatic,Car(Sedan)
Honda Civic 2017,"Rs: 12,500,000",km Find,"2026-02-19 | Telijjawila 82,285",silver,Used,1000,Petrol,Honda,82285,Civic,2017,1000,2018,Automatic,Car()
KIA Sephia 2002,"Rs: 2,600,000",km Find,"2026-02-10 | Mattegoda 162,481",gray,Used,1331,Petrol,KIA,162481,Sephia,2002,1331,2003,Automatic,Car(Sedan)
Toyota Belta 2007,"Rs: 5,500,000",km Find,"2026-02-06 | Homagama 166,600",silver,Used,1000,Petrol,Toyota,166600,Belta,2007,1000,2009,Automatic,Car(Saloon)
Suzuki Alto 2015,"Rs: 3,550,000",km Find,"2026-02-09 | Batticaloa 117,000",gray,Used,800,Petrol,Suzuki,117000,Alto,2015,800,2015,Manual,Car(Hatchback)
Toyota Starlet 1993,"Rs: 3,350,000",km Find,"2026-02-09 | Hanwella 245,588",blue,Used,1330,Petrol,Toyota,245588,Starlet,1993,1330,2005,Manual,Car(Sports)
Hyundai Eon 2016,"Rs: 4,500,000",km Find,"2026-02-09 | Batticaloa 24,500",white,Used,814,Petrol,Hyundai,24500,Eon,2016,814,2016,Manual,Car(Hatchback)
Suzuki Celerio 2015,"Rs: 5,200,000",km Find,"2026-02-08 | Makandura 102,500",silver,Used,1000,Petrol,Suzuki,102500,Celerio,2015,1000,2015,Automatic,Car(Liftback)
Toyota Vitz 2016,"Rs: 7,150,000",km Find,"2026-02-08 | Kuliyapitiya 77,000",silver,Used,1000,Petrol,Toyota,77000,Vitz,2016,1000,0000,Automatic,Car(Liftback)
Toyota Vitz 2007,"Rs: 5,150,000",km Find,"2026-02-08 | Borella (Colombo 08) 188,000",black,Used,1000,Petrol,Toyota,188000,Vitz,2007,1000,2011,Automatic,Car(Hatchback)
Toyota Corolla 2002,"Rs: 4,850,000",km Find,"2026-02-08 | Narahenpita (Colombo 05) 170,000",blue,Used,1300,Petrol,Toyota,170000,Corolla,2002,1300,2002,Manual,Car(Sedan)
Nissan Dayz 2023,"Rs: 7,125,000",km Find,"2026-02-08 | Kiribathgoda 6,900",white,Used,660,Petrol,Nissan,6900,Dayz,2023,660,2025,Automatic,Car(Station wagon)
Suzuki Celerio 2018,"Rs: 5,825,000",km Find,"2026-02-08 | Kadawatha 48,000",blue,Used,1000,Petrol,Suzuki,48000,Celerio,2018,1000,2018,Automatic,Car(Hatchback)
Suzuki Celerio 2016,"Rs: 4,975,000",km Find,"2026-02-08 | Kadawatha 96,000",white,Used,1000,Petrol,Suzuki,96000,Celerio,2016,1000,2016,Automatic,Car(Hatchback)
Honda Civic 2017,"Rs: 12,500,000",km Find,"2026-02-19 | Telijjawila 82,285",silver,Used,1000,Petrol,Honda,82285,Civic,2017,1000,2018,Automatic,Car()
KIA Sephia 2002,"Rs: 2,600,000",km Find,"2026-02-10 | Mattegoda 162,481",gray,Used,1331,Petrol,KIA,162481,Sephia,2002,1331,2003,Automatic,Car(Sedan)
Toyota Belta 2007,"Rs: 5,500,000",km Find,"2026-02-06 | Homagama 166,600",silver,Used,1000,Petrol,Toyota,166600,Belta,2007,1000,2009,Automatic,Car(Saloon)
Suzuki Celerio 2019,"Rs: 5,790,000",km Find,"2026-02-08 | Kadawatha 78,000",white,Used,1000,Petrol,Suzuki,78000,Celerio,2019,1000,2019,Automatic,Car(Hatchback)
Suzuki Wagon R 2023,"Rs: 7,250,000",km Find,"2026-02-08 | Rambukkana 3,180",white,Brand New,660,Petrol,Suzuki,3180,Wagon R,2023,660,Ref:,Automatic,Car(Hatchback)
Suzuki Wagon R 2017,"Rs: 5,650,000",km Find,"2026-02-08 | Kirillawala 110,000",white,Used,660,Petrol,Suzuki,110000,Wagon R,2017,660,2018,Automatic,Car(Hatchback)
Suzuki Wagon R 2024,"Rs: 7,400,000",km Find,"2026-02-08 | Dehiwala 5,000",yellow,Brand New,660,Petrol,Suzuki,5000,Wagon R,2024,660,Ref:,Automatic,Car(Hatchback)
Toyota Vitz 2007,"Rs: 5,075,000",km Find,"2026-02-08 | Pepiliyana 180,000",white,Used,1000,Petrol,Toyota,180000,Vitz,2007,1000,2011,Automatic,Car(Hatchback)
Daihatsu Move 2017,"Rs: 5,500,000",km Find,"2026-02-08 | Pepiliyana 90,000",yellow,Used,650,Petrol,Daihatsu,90000,Move,2017,650,2020,Automatic,Car(Hatchback)
Hyundai Accent 2001,"Rs: 2,850,000",,2026-02-08 | Pepiliyana Find Out More,gold,Used,1300,Petrol,Hyundai,0,Accent,2001,1300,2001,Automatic,Car(Saloon)
Toyota Passo 2007,"Rs: 4,675,000",km Find,"2026-02-08 | Kirillawala 146,000",blue,Used,996,Petrol,Toyota,146000,Passo,2007,996,2010,Automatic,Car(Hatchback)
Toyota Axio 2010,"Rs: 7,550,000",km Find,"2026-02-08 | Kirillawala 177,000",silver,Used,1496,Petrol,Toyota,177000,Axio,2010,1496,2011,Automatic,Car(Sedan)
Suzuki Wagon R 2016,"Rs: 4,755,000",,2026-02-08 | Panadura Find Out More,black,Used,998,Petrol,Suzuki,0,Wagon R,2016,998,2017,Automatic,Car(Hatchback)
Honda Civic 2017,"Rs: 12,500,000",km Find,"2026-02-19 | Telijjawila 82,285",silver,Used,1000,Petrol,Honda,82285,Civic,2017,1000,2018,Automatic,Car()
KIA Sephia 2002,"Rs: 2,600,000",km Find,"2026-02-10 | Mattegoda 162,481",gray,Used,1331,Petrol,KIA,162481,Sephia,2002,1331,2003,Automatic,Car(Sedan)
Toyota Belta 2007,"Rs: 5,500,000",km Find,"2026-02-06 | Homagama 166,600",silver,Used,1000,Petrol,Toyota,166600,Belta,2007,1000,2009,Automatic,Car(Saloon)
Suzuki Maruti 2011,"Rs: 2,800,000",,2026-02-08 | Akuressa Find Out More,maroon,Used,650,Petrol,Suzuki,0,Maruti,2011,650,2011,Manual,Car()
Mazda Familia 1998,"Rs: 4,800,000",km Find,"2026-02-08 | Veyangoda 120,000",green,Used,1350,Petrol,Mazda,120000,Familia,1998,1350,1999,Manual,Car(Sedan)
Toyota Vitz 2008,"Rs: 6,000,000",km Find,"2026-02-08 | Pita Kotte 75,000",silver,Used,1000,Petrol,Toyota,75000,Vitz,2008,1000,2008,Automatic,Car(Hatchback)
Suzuki Swift 2000,"Rs: 3,700,000",km Find,"2026-02-08 | Nugegoda 180,000",blue,Used,1300,Petrol,Suzuki,180000,Swift,2000,1300,2004,Automatic,Car(Hatchback)
KIA Picanto 2017,"Rs: 6,200,000",km Find,"2026-02-08 | Madampe 74,500",white,Used,998,Petrol,KIA,74500,Picanto,2017,998,2018,Tiptronic,Car(Hatchback)
Suzuki Alto 2015,"Rs: 3,790,000",km Find,"2026-02-08 | Athurugiriya 97,942",white,Used,800,Petrol,Suzuki,97942,Alto,2015,800,2015,Manual,Car(Hatchback)
Toyota Vitz 2017,"Rs: 6,800,000",km Find,"2026-02-08 | Kadawatha 130,000",black,Used,990,Petrol,Toyota,130000,Vitz,2017,990,2019,Automatic,Car(Hatchback)
Nissan B310 1981,"Rs: 850,000",km Find,"2026-02-08 | Narammala 20,000",blue,Used,1300,Petrol,Nissan,20000,B310,1981,1300,1991,Manual,Car(Saloon)
Nissan March 2001,"Rs: 3,000,000",km Find,"2026-02-08 | Kottawa 145,000",blue,Used,990,Petrol,Nissan,145000,March,2001,990,2004,Automatic,Car(Station wagon)
Toyota Prius 2010,"Rs: 8,150,000",km Find,"2026-02-08 | Gampaha 110,000",silver,Used,1800,Hybrid,Toyota,110000,Prius,2010,1800,2013,Automatic,Car(Saloon)
Honda Civic 2008,"Rs: 5,500,000",km Find,"2026-02-07 | Peradeniya 120,000",black,Used,1600,Petrol,Honda,120000,Civic,2008,1600,2008,Automatic,Car(Sedan)
Honda Civic 2017,"Rs: 12,500,000",km Find,"2026-02-19 | Telijjawila 82,285",silver,Used,1000,Petrol,Honda,82285,Civic,2017,1000,2018,Automatic,Car()
KIA Sephia 2002,"Rs: 2,600,000",km Find,"2026-02-10 | Mattegoda 162,481",gray,Used,1331,Petrol,KIA,162481,Sephia,2002,1331,2003,Automatic,Car(Sedan)
Toyota Belta 2007,"Rs: 5,500,000",km Find,"2026-02-06 | Homagama 166,600",silver,Used,1000,Petrol,Toyota,166600,Belta,2007,1000,2009,Automatic,Car(Saloon)
Volkswagen Beetle 1966,"Rs: 690,000",km Find,"2026-02-07 | Negombo 100,000",blue,Used,1200,Petrol,Volkswagen,100000,Beetle,1966,1200,1966,Manual,Car(Saloon)
Suzuki Wagon R 2024,"Rs: 7,190,000",km Find,"2026-02-07 | Colombo Fort (Colombo 01) 3,400",blue,Reconditioned,660,Petrol,Suzuki,3400,Wagon R,2024,660,2024,Automatic,Car(Hatchback)
Nissan Dayz 2024,"Rs: 7,190,000",km Find,"2026-02-07 | Colombo Fort (Colombo 01) 2,800",silver,Reconditioned,660,Petrol,Nissan,2800,Dayz,2024,660,2024,Automatic,Car(Hatchback)
Honda Grace 2015,"Rs: 8,800,000",km Find,"2026-02-07 | Nawala 97,350",maroon,Used,1500,Hybrid,Honda,97350,Grace,2015,1500,2017,Automatic,Car(Sedan)
Toyota Prius 2011,"Rs: 7,500,000",km Find,"2026-02-07 | Biyagama 211,000",white,Used,1500,Petrol,Toyota,211000,Prius,2011,1500,2011,Automatic,Car(Saloon)
Toyota Premio 2015,"Rs: 12,450,000",km Find,"2026-02-07 | Piliyandala 190,000",maroon,Used,1490,Petrol,Toyota,190000,Premio,2015,1490,2016,Automatic,Car(Saloon)
Suzuki Alto 2012,"Rs: 3,100,000",km Find,"2026-02-07 | Negombo 170,000",maroon,Used,1000,Petrol,Suzuki,170000,Alto,2012,1000,2012,Manual,Car(Hatchback)
Suzuki Alto 2014,"Rs: 3,600,000",km Find,"2026-02-07 | Gampaha 125,000",gray,Used,800,Petrol,Suzuki,125000,Alto,2014,800,2015,Manual,Car(Hatchback)
Suzuki Alto 2014,"Rs: 3,390,000",km Find,"2026-02-07 | Colombo Fort (Colombo 01) 110,000",blue,Used,800,Petrol,Suzuki,110000,Alto,2014,800,2014,Manual,Car(Hatchback)
Micro Panda Cross 2018,"Rs: 4,500,000",km Find,"2026-02-07 | Battaramulla 66,800",white,Used,1000,Petrol,Micro,66800,Panda Cross,2018,1000,2018,Tiptronic,Car(Hatchback)
Suzuki Alto 2015,"Rs: 3,590,000",km Find,"2026-02-07 | Anamaduwa 92,000",white,Used,800,Petrol,Suzuki,92000,Alto,2015,800,2015,Manual,Car(Hatchback)
Suzuki Alto 2009,"Rs: 2,875,000",km Find,"2026-02-07 | Pasyala 184,000",maroon,Used,796,Petrol,Suzuki,184000,Alto,2009,796,2009,Manual,Car(Hatchback)
Suzuki Celerio 2015,"Rs: 4,800,000",km Find,"2026-02-07 | Akarawita 122,000",red,Used,1000,Petrol,Suzuki,122000,Celerio,2015,1000,2015,Tiptronic,Car(Hatchback)
Suzuki Alto 2015,"Rs: 3,750,000",km Find,"2026-02-07 | Nittambuwa 60,000",silver,Used,800,Petrol,Suzuki,60000,Alto,2015,800,2015,Manual,Car(Hatchback)
Suzuki Wagon R 2015,"Rs: 5,275,000",km Find,"2026-02-07 | Bandaragama 106,900",white,Used,650,Petrol,Suzuki,106900,Wagon R,2015,650,2016,Automatic,Car(Liftback)
Toyota Carina 1999,"Rs: 5,850,000",km Find,"2026-02-07 | Kuliyapitiya 165,000",silver,Used,1500,Petrol,Toyota,165000,Carina,1999,1500,1999,Automatic,Car(Saloon)
Suzuki Celerio 2017,"Rs: 5,475,000",km Find,"2026-02-07 | Kotikawatta 110,000",white,Used,1000,Petrol,Suzuki,110000,Celerio,2017,1000,2017,Automatic,Car()
Nissan FB 13 1992,"Rs: 2,400,000",km Find,"2026-02-07 | Kuliyapitiya 195,000",other,Used,1500,Petrol,Nissan,195000,FB 13,1992,1500,1992,Manual,Car(Saloon)
Toyota Yaris 2008,"Rs: 5,650,000",km Find,"2026-02-07 | Piliyandala 189,000",blue,Used,1300,Petrol,Toyota,189000,Yaris,2008,1300,2008,Manual,Car(Hatchback)
Honda Civic 2017,"Rs: 12,500,000",km Find,"2026-02-19 | Telijjawila 82,285",silver,Used,1000,Petrol,Honda,82285,Civic,2017,1000,2018,Automatic,Car()
KIA Sephia 2002,"Rs: 2,600,000",km Find,"2026-02-10 | Mattegoda 162,481",gray,Used,1331,Petrol,KIA,162481,Sephia,2002,1331,2003,Automatic,Car(Sedan)
Toyota Belta 2007,"Rs: 5,500,000",km Find,"2026-02-06 | Homagama 166,600",silver,Used,1000,Petrol,Toyota,166600,Belta,2007,1000,2009,Automatic,Car(Saloon)
Toyota Premio 2014,"Rs: 11,580,000",km Find,"2026-02-07 | Narammala 136,000",maroon,Used,1500,Petrol,Toyota,136000,Premio,2014,1500,2014,Automatic,Car(Hatchback)
Perodua Axia 2016,"Rs: 5,425,000",km Find,"2026-02-07 | Kadawatha 86,000",white,Used,1000,Petrol,Perodua,86000,Axia,2016,1000,2016,Automatic,Car(Hatchback)
Suzuki Celerio 2018,"Rs: 5,790,000",km Find,"2026-02-07 | Kadawatha 78,000",white,Used,1000,Petrol,Suzuki,78000,Celerio,2018,1000,2018,Automatic,Car(Hatchback)
Suzuki Wagon R 2014,"Rs: 5,475,000",km Find,"2026-02-07 | Polonnaruwa 120,000",white,Reconditioned,650,Petrol,Suzuki,120000,Wagon R,2014,650,2014,Automatic,Car(Hatchback)
Micro Panda 2013,"Rs: 2,550,000",,2026-02-07 | Horana Find Out More,black,Used,1000,Petrol,Micro,0,Panda,2013,1000,2013,Manual,Car(Hatchback)
Toyota Aqua 2023,"Rs: 15,000,000",km Find,"2026-02-07 | Balapitiya 20,000",gray,Reconditioned,1500,Hybrid,Toyota,20000,Aqua,2023,1500,2023,Automatic,Car(Hatchback)
Suzuki Alto 2001,"Rs: 2,700,000",,2026-02-07 | Kurunegala Find Out More,red,Used,800,Petrol,Suzuki,0,Alto,2001,800,2004,Manual,Car(Hatchback)
Nissan Sunny 1994,"Rs: 3,300,000",km Find,"2026-02-07 | Kurunegala 1,200",gray,Used,1500,Petrol,Nissan,1200,Sunny,1994,1500,1996,Manual,Car(Saloon)
Mitsubishi Lancer 2008,"Rs: 5,990,000",km Find,"2026-02-07 | Ambalangoda 91,000",silver,Used,1300,Petrol,Mitsubishi,91000,Lancer,2008,1300,2009,Manual,Car(Sedan)
Micro Panda 2012,"Rs: 2,800,000",km Find,"2026-02-06 | Kolonnawa 150,000",red,Used,1300,Petrol,Micro,150000,Panda,2012,1300,2012,Manual,Car(Hatchback)
Suzuki Maruti 2000,"Rs: 1,650,000",km Find,"2026-02-06 | Elpitiya 28,500",maroon,Used,800,Petrol,Suzuki,28500,Maruti,2000,800,2001,Manual,Car(Hatchback)
Suzuki Alto 2015,"Rs: 3,750,000",km Find,"2026-02-06 | Ekala 78,625",black,Used,800,Petrol,Suzuki,78625,Alto,2015,800,2015,Manual,Car(Sedan)
Honda Civic 2017,"Rs: 12,500,000",km Find,"2026-02-19 | Telijjawila 82,285",silver,Used,1000,Petrol,Honda,82285,Civic,2017,1000,2018,Automatic,Car()
KIA Sephia 2002,"Rs: 2,600,000",km Find,"2026-02-10 | Mattegoda 162,481",gray,Used,1331,Petrol,KIA,162481,Sephia,2002,1331,2003,Automatic,Car(Sedan)
Toyota Belta 2007,"Rs: 5,500,000",km Find,"2026-02-06 | Homagama 166,600",silver,Used,1000,Petrol,Toyota,166600,Belta,2007,1000,2009,Automatic,Car(Saloon)
Suzuki Wagon R 2003,"Rs: 2,850,000",km Find,"2026-02-06 | Athurugiriya 129,000",silver,Used,1100,Petrol,Suzuki,129000,Wagon R,2003,1100,2003,Manual,Car(Hatchback)
Suzuki Wagon R 2025,"Rs: 8,800,000",,2026-02-06 | Polonnaruwa Find Out More,white,Brand New,650,Hybrid,Suzuki,0,Wagon R,2025,650,Ref:,Automatic,Car(Hatchback)
Nissan Sunny 2002,"Rs: 4,500,000",,2026-02-06 | Bibile Find Out More,other,Reconditioned,1500,Diesel,Nissan,0,Sunny,2002,1500,2005,Automatic,Car(Saloon)
Toyota Vitz 2007,"Rs: 5,250,000",km Find,"2026-02-06 | Panadura 120,000",silver,Reconditioned,1000,Petrol,Toyota,120000,Vitz,2007,1000,2011,Automatic,Car(Hatchback)
Honda City 2001,"Rs: 3,877,000",km Find,"2026-02-06 | Alutgama 137,000",gray,Used,1500,Petrol,Honda,137000,City,2001,1500,2007,Automatic,Car(Saloon)
Daihatsu Taft 2024,"Rs: 7,600,000",,2026-02-06 | Wattala Find Out More,green,Brand New,660,Petrol,Daihatsu,0,Taft,2024,660,Ref:,Automatic,Car(Hatchback)
Toyota Axio 2007,"Rs: 7,250,000",,2026-02-06 | Nikaweratiya Find Out More,gray,Used,1200,Petrol,Toyota,0,Axio,2007,1200,2010,Automatic,Car(Hatchback)
Micro MX7 2012,"Rs: 3,475,000",km Find,"2026-02-06 | Piliyandala 68,700",gray,Used,1500,Petrol,Micro,68700,MX7,2012,1500,2012,Manual,Car(Sedan)
Suzuki Alto 2011,"Rs: 3,000,000",km Find,"2026-02-06 | Avissawella 131,000",maroon,Used,800,Petrol,Suzuki,131000,Alto,2011,800,2011,Manual,Car(Sedan)
Honda Civic 2017,"Rs: 12,500,000",km Find,"2026-02-19 | Telijjawila 82,285",silver,Used,1000,Petrol,Honda,82285,Civic,2017,1000,2018,Automatic,Car()
KIA Sephia 2002,"Rs: 2,600,000",km Find,"2026-02-10 | Mattegoda 162,481",gray,Used,1331,Petrol,KIA,162481,Sephia,2002,1331,2003,Automatic,Car(Sedan)
Toyota Belta 2007,"Rs: 5,500,000",km Find,"2026-02-06 | Homagama 166,600",silver,Used,1000,Petrol,Toyota,166600,Belta,2007,1000,2009,Automatic,Car(Saloon)
Toyota Yaris 2024,"Rs: 9,600,000",,2026-02-06 | Kaduwela Find Out More,white,Brand New,1000,Petrol,Toyota,0,Yaris,2024,1000,Ref:,Automatic,Car(Hatchback)
Nissan March 2000,"Rs: 2,850,000",km Find,"2026-02-06 | Ratmalana 160,000",blue,Used,1000,Petrol,Nissan,160000,March,2000,1000,2000,Automatic,Car(Station wagon)
Daihatsu Move 2016,"Rs: 5,995,000",km Find,"2026-02-06 | Gampaha 78,000",gray,Used,658,Petrol,Daihatsu,78000,Move,2016,658,2017,Automatic,Car(Hatchback)
Mercedes Benz C200 2025,"Rs: 48,900,000",,2026-02-06 | Maradana (Colombo 10) Find Out More,black,Brand New,1500,Hybrid,Mercedes Benz,0,C200,2025,1500,Ref:,Automatic,Car(Saloon)
Nissan Dayz 2024,"Rs: 7,150,000",km Find,"2026-02-06 | Kottawa 6,600",other,Brand New,660,Petrol,Nissan,6600,Dayz,2024,660,Ref:,Automatic,Car(Hatchback)
Mitsubishi eK 2023,"Rs: 7,995,000",km Find,"2026-02-06 | Rajagiriya 100,000",gray,Brand New,660,Hybrid,Mitsubishi,100000,eK,2023,660,Ref:,Automatic,Car(Hatchback)
Toyota Belta 2007,"Rs: 5,975,000",km Find,"2026-02-06 | Wellampitiya 150,000",white,Used,990,Petrol,Toyota,150000,Belta,2007,990,2010,Automatic,Car(Liftback)
Toyota Passo 2023,"Rs: 8,100,000",km Find,"2026-02-06 | Kottawa 6,600",other,Brand New,660,Petrol,Toyota,6600,Passo,2023,660,Ref:,Automatic,Car(Hatchback)
Toyota Allion 2010,"Rs: 9,300,000",km Find,"2026-02-06 | Athurugiriya 195,000",other,Used,1460,Petrol,Toyota,195000,Allion,2010,1460,2010,Automatic,Car(Saloon)
Toyota Corolla 2008,"Rs: 7,150,000",km Find,"2026-02-06 | Maharagama 30,000",other,Used,1498,Petrol,Toyota,30000,Corolla,2008,1498,2008,Automatic,Car(Hatchback)
Mitsubishi eK 2024,"Rs: 7,050,000",km Find,"2026-02-06 | Kottawa 1,000",white,Brand New,660,Petrol,Mitsubishi,1000,eK,2024,660,Ref:,Automatic,Car(Hatchback)
Honda Civic 2017,"Rs: 12,500,000",km Find,"2026-02-19 | Telijjawila 82,285",silver,Used,1000,Petrol,Honda,82285,Civic,2017,1000,2018,Automatic,Car()
KIA Sephia 2002,"Rs: 2,600,000",km Find,"2026-02-10 | Mattegoda 162,481",gray,Used,1331,Petrol,KIA,162481,Sephia,2002,1331,2003,Automatic,Car(Sedan)
Toyota Belta 2007,"Rs: 5,500,000",km Find,"2026-02-06 | Homagama 166,600",silver,Used,1000,Petrol,Toyota,166600,Belta,2007,1000,2009,Automatic,Car(Saloon)
Mitsubishi eK 2023,"Rs: 6,975,000",km Find,"2026-02-06 | Kottawa 6,600",black,Brand New,660,Petrol,Mitsubishi,6600,eK,2023,660,Ref:,Automatic,Car(Hatchback)
Toyota Vitz 2016,"Rs: 6,900,000",km Find,"2026-02-06 | Polonnaruwa 135,000",black,Used,990,Petrol,Toyota,135000,Vitz,2016,990,2019,Automatic,Car(Liftback)
Suzuki Swift 2017,"Rs: 7,650,000",km Find,"2026-02-06 | Panadura 125,000",red,Used,1000,Petrol,Suzuki,125000,Swift,2017,1000,2018,Automatic,Car(Liftback)
Suzuki Swift 2010,"Rs: 5,990,000",km Find,"2026-02-06 | Maharagama 24,000",gray,Used,1242,Petrol,Suzuki,24000,Swift,2010,1242,2010,Automatic,Car(Hatchback)
Tata Indica 2015,"Rs: 2,800,000",km Find,"2026-02-06 | Matale 120,000",maroon,Used,1200,Petrol,Tata,120000,Indica,2015,1200,2015,Manual,Car(Hatchback)
Suzuki Alto 2015,"Rs: 3,900,000",km Find,"2026-02-06 | Maharagama 96,000",red,Used,800,Petrol,Suzuki,96000,Alto,2015,800,2015,Manual,Car(Liftback)
Suzuki Alto 2015,"Rs: 3,500,000",km Find,"2026-02-06 | Godakawela 103,000",black,Used,796,Petrol,Suzuki,103000,Alto,2015,796,2015,Manual,Car(Hatchback)
Toyota Axio 2012,"Rs: 8,100,000",km Find,"2026-02-06 | Nugegoda 161,000",silver,Used,1490,Petrol,Toyota,161000,Axio,2012,1490,2013,Automatic,Car(Sedan)
Mitsubishi Lancer 1993,"Rs: 2,850,000",km Find,"2026-02-06 | Kuruwita 200,000",red,Used,1500,Petrol,Mitsubishi,200000,Lancer,1993,1500,1993,Manual,Car(Sedan)
Honda Civic 2017,"Rs: 12,500,000",km Find,"2026-02-19 | Telijjawila 82,285",silver,Used,1000,Petrol,Honda,82285,Civic,2017,1000,2018,Automatic,Car()
KIA Sephia 2002,"Rs: 2,600,000",km Find,"2026-02-10 | Mattegoda 162,481",gray,Used,1331,Petrol,KIA,162481,Sephia,2002,1331,2003,Automatic,Car(Sedan)
Toyota Belta 2007,"Rs: 5,500,000",km Find,"2026-02-06 | Homagama 166,600",silver,Used,1000,Petrol,Toyota,166600,Belta,2007,1000,2009,Automatic,Car(Saloon)
Honda Shuttle 2018,"Rs: 12,600,000",km Find,"2026-02-06 | Yakkala 95,000",black,Used,1500,Hybrid,Honda,95000,Shuttle,2018,1500,2020,Automatic,Car(Hatchback)
Suzuki Spacia 2016,"Rs: 6,385,000",km Find,"2026-02-06 | Dehiwala 131,000",purple,Used,660,Petrol,Suzuki,131000,Spacia,2016,660,2018,Automatic,Car(Hatchback)
Suzuki Wagon R 2025,"Rs: 7,650,000",km Find,"2026-02-06 | Yakkala 2,700",silver,Reconditioned,650,Petrol,Suzuki,2700,Wagon R,2025,650,2026,Automatic,Car(Hatchback)
Suzuki Wagon R 2018,"Rs: 6,790,000",km Find,"2026-02-06 | Yakkala 68,000",white,Used,650,Hybrid,Suzuki,68000,Wagon R,2018,650,2018,Automatic,Car(Hatchback)
Toyota Allion 2010,"Rs: 8,900,000",km Find,"2026-02-06 | Panadura 121,000",maroon,Used,1500,Petrol,Toyota,121000,Allion,2010,1500,2012,Automatic,Car(Saloon)
Toyota Vitz 2017,"Rs: 7,500,000",km Find,"2026-02-05 | Marawila 42,000",white,Used,1000,Petrol,Toyota,42000,Vitz,2017,1000,2018,Automatic,Car(Hatchback)
Honda N BOX 2023,"Rs: 8,900,000",,2026-02-05 | Kandy Find Out More,white,Brand New,658,Petrol,Honda,0,N BOX,2023,658,Ref:,Automatic,Car(Hatchback)
Toyota Premio 2005,"Rs: 7,600,000",,2026-02-05 | Kandy Find Out More,blue,Used,1496,Petrol,Toyota,0,Premio,2005,1496,2007,Automatic,Car(Sedan)
Nissan Roox 2016,"Rs: 6,800,000",,2026-02-05 | Kandy Find Out More,white,Used,659,Petrol,Nissan,0,Roox,2016,659,2020,Automatic,Car(Hatchback)
Toyota Vitz 2007,"Rs: 5,800,000",km Find,"2026-02-05 | Badulla 163,000",silver,Used,1300,Petrol,Toyota,163000,Vitz,2007,1300,2011,Automatic,Car(Station wagon)
Suzuki Alto 2015,"Rs: 3,400,000",km Find,"2026-02-05 | Galle 224,000",red,Used,800,Petrol,Suzuki,224000,Alto,2015,800,2015,Manual,Car(Liftback)
Toyota Roomy 2023,"Rs: 10,500,000",km Find,"2026-02-05 | Negombo 18,000",blue,Brand New,1000,Petrol,Toyota,18000,Roomy,2023,1000,Ref:,Automatic,Car(Hatchback)
Toyota Allion 2010,"Rs: 8,900,000",km Find,"2026-02-05 | Akarawita 150,000",maroon,Used,1490,Petrol,Toyota,150000,Allion,2010,1490,2010,Automatic,Car(Saloon)
Toyota Yaris Ativ 2025,"Rs: 18,500,000",,2026-02-05 | Kohuwala Find Out More,white,Brand New,1500,Hybrid,Toyota,0,Yaris Ativ,2025,1500,Ref:,Automatic,Car(Sedan)
Honda Civic 2017,"Rs: 12,500,000",km Find,"2026-02-19 | Telijjawila 82,285",silver,Used,1000,Petrol,Honda,82285,Civic,2017,1000,2018,Automatic,Car()
KIA Sephia 2002,"Rs: 2,600,000",km Find,"2026-02-10 | Mattegoda 162,481",gray,Used,1331,Petrol,KIA,162481,Sephia,2002,1331,2003,Automatic,Car(Sedan)
Toyota Belta 2007,"Rs: 5,500,000",km Find,"2026-02-06 | Homagama 166,600",silver,Used,1000,Petrol,Toyota,166600,Belta,2007,1000,2009,Automatic,Car(Saloon)
